Volume,Close,Ticker
112117500,123.9046401977539,AAPL
89113600,125.18260955810547,AAPL
80962700,123.85509490966797,AAPL
87754700,128.4122314453125,AAPL
70790800,128.93728637695312,AAPL
63896200,129.5118865966797,AAPL
69458900,132.2461700439453,AAPL
71379600,132.16690063476562,AAPL
57809700,133.5043487548828,AAPL
63646600,134.67335510253906,AAPL
69672800,133.9501495361328,AAPL
58280400,134.0095977783203,AAPL
80223600,136.58535766601562,AAPL
81760300,139.795166015625,AAPL
66435100,141.20193481445312,AAPL
65799300,140.53817749023438,AAPL
54105100,142.61863708496094,AAPL
70555800,144.57025146484375,AAPL
64015300,141.66757202148438,AAPL
65874500,142.94552612304688,AAPL
77663600,144.07492065429688,AAPL
118339000,149.4147186279297,AAPL
154357300,153.0603790283203,AAPL
69858300,150.3162384033203,AAPL
83322600,153.20899963378906,AAPL
64120100,150.5044403076172,AAPL
56007100,149.4642333984375,AAPL
57450700,149.83135986328125,AAPL
62199000,152.64920043945312,AAPL
61707600,152.00425720214844,AAPL
65573800,154.11764526367188,AAPL
68167900,152.51026916503906,AAPL
59144100,151.35931396484375,AAPL
58867200,147.3210906982422,AAPL
51011300,147.7477264404297,AAPL
48394200,148.23391723632812,AAPL
55469600,145.56492614746094,AAPL
44998500,146.76548767089844,AAPL
50547000,146.25946044921875,AAPL
55479000,144.1758270263672,AAPL
52238100,144.7711639404297,AAPL
70732300,149.8511962890625,AAPL
87558000,152.6293487548828,AAPL
56182000,150.416748046875,AAPL
47204800,151.6768341064453,AAPL
53833600,149.41461181640625,AAPL
68572400,147.3409423828125,AAPL
84457100,149.29554748535156,AAPL
73695900,151.39903259277344,AAPL
77167900,151.7958984375,AAPL
76161100,154.6335906982422,AAPL
98944600,153.7902069091797,AAPL
73641400,156.1714630126953,AAPL
73938300,158.0367889404297,AAPL
75701800,156.59812927246094,AAPL
67622100,157.68954467773438,AAPL
59196500,158.99923706054688,AAPL
52390300,157.04461669921875,AAPL
45992200,156.41949462890625,AAPL
51305700,159.51516723632812,AAPL
49501700,161.09274291992188,AAPL
68749800,163.61293029785156,AAPL
56976200,164.8730010986328,AAPL
46278300,164.33724975585938,AAPL
51511700,162.48182678222656,AAPL
45390100,163.3748016357422,AAPL
47716900,160.76535034179688,AAPL
47644200,159.54495239257812,AAPL
50133100,158.8504180908203,AAPL
68445600,164.2677764892578,AAPL
49386500,163.9205322265625,AAPL
41516200,163.9403533935547,AAPL
49923000,165.17068481445312,AAPL
47720200,166.32162475585938,AAPL
52456400,165.34927368164062,AAPL
58337300,163.7320098876953,AAPL
41949600,164.03958129882812,AAPL
48714100,162.49176025390625,AAPL
45498800,162.48182678222656,AAPL
64902300,167.09552001953125,AAPL
55209200,168.3556365966797,AAPL
52472900,168.26632690429688,AAPL
48425700,167.2245330810547,AAPL
65136000,166.14303588867188,AAPL
81235400,164.49598693847656,AAPL
113316400,172.21527099609375,AAPL
55962800,172.1457977294922,AAPL
45326900,170.4293212890625,AAPL
53724500,172.20533752441406,AAPL
49514700,172.3938446044922,AAPL
45497800,171.45989990234375,AAPL
37266700,170.96311950683594,AAPL
42110300,170.96311950683594,AAPL
57951600,171.5791473388672,AAPL
65496700,173.9239501953125,AAPL
55772400,174.03323364257812,AAPL
43570900,173.07940673828125,AAPL
50747300,170.45639038085938,AAPL
45143500,170.73458862304688,AAPL
56058300,171.87721252441406,AAPL
54835000,174.30149841308594,AAPL
55964400,176.1594696044922,AAPL
99625300,176.1098175048828,AAPL
68901800,178.93150329589844,AAPL
61945900,179.78599548339844,AAPL
121946500,178.4248046875,AAPL
64848400,178.0572052001953,AAPL
61944600,176.67613220214844,AAPL
50214900,179.408447265625,AAPL
48870700,179.7959442138672,AAPL
54274900,182.6077117919922,AAPL
54929100,182.13079833984375,AAPL
57462900,182.76669311523438,AAPL
65433200,184.81346130371094,AAPL
101235600,183.73046875,AAPL
49799100,183.81988525390625,AAPL
49515700,182.77662658691406,AAPL
51245300,185.7970733642578,AAPL
53079300,185.4791259765625,AAPL
48088700,184.07821655273438,AAPL
50730800,186.85025024414062,AAPL
51216800,188.03260803222656,AAPL
46347300,188.3704071044922,AAPL
85069600,192.72222900390625,AAPL
31458200,191.22195434570312,AAPL
46920300,190.0992431640625,AAPL
45094300,190.5761260986328,AAPL
46778000,189.45339965820312,AAPL
59922200,187.39671325683594,AAPL
46638100,186.8701171875,AAPL
60750200,188.54925537109375,AAPL
41342300,189.31430053710938,AAPL
41573900,189.46334838867188,AAPL
50520200,192.74212646484375,AAPL
48353800,192.48377990722656,AAPL
80507300,193.844970703125,AAPL
59581200,191.8876495361328,AAPL
71917800,190.70530700683594,AAPL
45377800,191.5100860595703,AAPL
37283200,192.3744659423828,AAPL
47471900,193.2488250732422,AAPL
47460200,191.97708129882812,AAPL
48291400,194.57028198242188,AAPL
38824100,195.186279296875,AAPL
35175100,194.3516845703125,AAPL
50389300,191.3411865234375,AAPL
61235200,189.94024658203125,AAPL
115799700,180.81932067871094,AAPL
97576100,177.69952392578125,AAPL
67823000,178.6433868408203,AAPL
60378500,177.04376220703125,AAPL
54686900,176.82516479492188,AAPL
51988100,176.88487243652344,AAPL
43675600,178.54637145996094,AAPL
43622600,176.54660034179688,AAPL
46964900,175.67108154296875,AAPL
66062900,173.11415100097656,AAPL
61114200,173.60166931152344,AAPL
46311900,174.9447784423828,AAPL
42084200,176.32769775390625,AAPL
52722800,180.19790649414062,AAPL
54945800,175.48204040527344,AAPL
51449600,177.70069885253906,AAPL
43820700,179.2726593017578,AAPL
53003900,183.18263244628906,AAPL
60813900,186.6946563720703,AAPL
60794500,186.91354370117188,AAPL
45732600,188.49546813964844,AAPL
45280000,188.73422241210938,AAPL
81755800,181.9788055419922,AAPL
112488800,176.65602111816406,AAPL
65551300,177.27285766601562,AAPL
58953100,178.4468536376953,AAPL
90370200,175.40245056152344,AAPL
84267900,173.32308959960938,AAPL
60895800,174.84530639648438,AAPL
109205100,174.11900329589844,AAPL
67257600,177.06394958496094,AAPL
51826900,178.15834045410156,AAPL
58436200,174.59658813476562,AAPL
63047900,173.0445098876953,AAPL
56725400,173.90013122558594,AAPL
46172700,175.18356323242188,AAPL
64588900,171.0845489501953,AAPL
66921800,169.56231689453125,AAPL
56294400,169.82101440429688,AAPL
51814200,170.33836364746094,AAPL
52164500,172.86541748046875,AAPL
49594600,171.5222930908203,AAPL
53020300,172.77587890625,AAPL
48527900,174.01953125,AAPL
57224100,176.58639526367188,AAPL
42390800,178.07875061035156,AAPL
43698000,177.4818115234375,AAPL
47551100,178.88462829589844,AAPL
56743100,179.7899932861328,AAPL
51427100,177.93948364257812,AAPL
52517000,177.81011962890625,AAPL
57549400,176.24810791015625,AAPL
54764400,174.9447784423828,AAPL
59302900,174.5667266845703,AAPL
64189300,171.99986267089844,AAPL
55980100,172.11924743652344,AAPL
43816600,172.55702209472656,AAPL
57157000,170.2289276123047,AAPL
70625300,166.0403594970703,AAPL
58499100,167.36358642578125,AAPL
51131000,169.42303466796875,AAPL
